two_theta,intensity
1.939879759519038060e+01,2.183644310153687940e+01
1.953907815631262679e+01,1.745585989937944049e+01
1.967935871743486942e+01,2.279380375851629026e+01
1.981963927855711205e+01,2.703603088641230556e+01
1.995991983967935823e+01,2.304741597339987536e+01
2.010020040080160442e+01,2.654112186744412938e+01
2.024048096192384705e+01,1.669775871002390133e+01
2.038076152304608968e+01,1.638648739818300726e+01
2.052104208416833586e+01,1.704172820052559345e+01
2.066132264529058205e+01,1.741082594181352050e+01
2.080160320641282823e+01,1.855934097002518612e+01
2.094188376753507086e+01,1.578560779977502371e+01
2.108216432865731349e+01,1.247619985022710054e+01
2.122244488977955967e+01,1.839635869919176514e+01
2.136272545090180586e+01,2.557815742074437182e+01
2.150300601202404849e+01,1.516366099540352863e+01
2.164328657314629112e+01,1.335228146775697056e+01
2.178356713426853730e+01,2.418697020164623979e+01
2.192384769539078349e+01,2.014404087406283850e+01
2.206412825651302612e+01,2.004836426003200245e+01
2.220440881763526875e+01,1.767665878233315979e+01
2.234468937875751493e+01,2.544262730227332270e+01
2.248496993987976111e+01,1.639078862943932080e+01
2.262525050100200374e+01,1.630589064562188284e+01
2.276553106212424638e+01,2.431732308016319166e+01
2.290581162324649256e+01,2.866964918902717230e+01
2.304609218436873874e+01,1.652222356175831663e+01
2.318637274549098137e+01,1.982792118275217064e+01
2.332665330661322400e+01,2.554537838088454293e+01
2.346693386773547019e+01,2.892624382016329676e+01
2.360721442885771637e+01,1.972776182194689198e+01
2.374749498997996255e+01,2.764790327207042608e+01
2.388777555110220518e+01,1.981070731332735946e+01
2.402805611222444782e+01,2.545893332129331554e+01
2.416833667334669400e+01,1.834210428517074121e+01
2.430861723446894018e+01,1.828188082093689815e+01
2.444889779559118281e+01,1.104061630471497324e+01
2.458917835671342544e+01,1.709945093820678252e+01
2.472945891783567163e+01,2.401945438726496818e+01
2.486973947895791781e+01,1.812231785893917646e+01
2.501002004008016044e+01,1.715228062806663800e+01
2.515030060120240307e+01,2.411529128067588346e+01
2.529058116232464926e+01,2.232923598467379378e+01
2.543086172344689544e+01,2.102962586112080956e+01
2.557114228456913807e+01,2.168578116653882404e+01
2.571142284569138070e+01,2.078944084826504479e+01
2.585170340681362688e+01,2.035153883411177844e+01
2.599198396793587307e+01,2.332441721044038019e+01
2.613226452905811570e+01,1.808565186916118250e+01
2.627254509018036188e+01,2.048621819761970286e+01
2.641282565130260451e+01,2.355063098235452301e+01
2.655310621242485070e+01,1.934446129488945587e+01
2.669338677354709333e+01,2.538612957813252180e+01
2.683366733466933951e+01,1.774345519390128700e+01
2.697394789579158214e+01,1.760760673341007987e+01
2.711422845691382832e+01,2.472345160914245099e+01
2.725450901803607096e+01,2.147346157740795647e+01
2.739478957915831714e+01,1.491563903521876711e+01
2.753507014028055977e+01,2.424091789974171007e+01
2.767535070140280595e+01,1.557917216204043775e+01
2.781563126252504858e+01,1.650065865365270668e+01
2.795591182364729477e+01,2.146545419768567342e+01
2.809619238476954095e+01,2.014913545094544389e+01
2.823647294589178358e+01,1.808729413140993003e+01
2.837675350701402976e+01,2.294853154154391461e+01
2.851703406813627240e+01,1.587334918753525770e+01
2.865731462925851858e+01,2.065589205929119387e+01
2.879759519038076121e+01,2.143249001667977538e+01
2.893787575150300739e+01,1.378522467625866810e+01
2.907815631262525002e+01,1.778516261808361065e+01
2.921843687374749621e+01,2.340655631444781548e+01
2.935871743486973884e+01,1.901027251526412698e+01
2.949899799599198502e+01,2.434707704093303704e+01
2.963927855711422765e+01,1.698723873303824305e+01
2.977955911823647384e+01,1.177187936396817136e+01
2.991983967935871647e+01,2.354370455986320465e+01
3.006012024048096265e+01,1.837741049319551934e+01
3.020040080160320528e+01,2.281554331960149185e+01
3.034068136272545146e+01,1.516167116991388752e+01
3.048096192384769410e+01,2.131886405198635259e+01
3.062124248496994028e+01,2.022071204201096251e+01
3.076152304609218291e+01,2.782548309378192641e+01
3.090180360721442909e+01,2.498747834571479842e+01
3.104208416833667528e+01,1.503806649704844745e+01
3.118236472945891791e+01,2.002072213531939937e+01
3.132264529058116409e+01,2.124112434982785302e+01
3.146292585170340672e+01,2.348686728333426643e+01
3.160320641282565290e+01,1.697804098414225038e+01
3.174348697394789554e+01,1.553349952708671111e+01
3.188376753507014172e+01,2.749622954846421408e+01
3.202404809619238790e+01,1.943041591892689013e+01
3.216432865731462698e+01,1.320677726365292237e+01
3.230460921843687316e+01,2.499047068371933733e+01
3.244488977955911935e+01,2.385370695820307674e+01
3.258517034068135843e+01,1.536153451789606983e+01
3.272545090180361171e+01,1.906693856644131557e+01
3.286573146292585079e+01,2.498613089194522274e+01
3.300601202404809698e+01,2.361122185787784389e+01
3.314629258517034316e+01,2.017019703505854622e+01
3.328657314629258224e+01,1.849175005479357736e+01
3.342685370741482842e+01,1.928839243186303420e+01
3.356713426853707460e+01,1.634462135527185112e+01
3.370741482965931368e+01,1.252234959995906394e+01
3.384769539078156697e+01,2.260028802687696015e+01
3.398797595190380605e+01,2.189143861092497545e+01
3.412825651302605223e+01,2.201766532906786011e+01
3.426853707414829842e+01,1.924137694399054510e+01
3.440881763527053749e+01,1.892064283738141128e+01
3.454909819639279078e+01,1.796246773644011796e+01
3.468937875751502986e+01,1.722227295545765813e+01
3.482965931863727604e+01,1.792751127988225690e+01
3.496993987975952223e+01,1.202078723961004592e+01
3.511022044088176131e+01,1.146801107314995605e+01
3.525050100200400749e+01,1.322651478116840629e+01
3.539078156312625367e+01,1.412191948503160788e+01
3.553106212424849275e+01,1.793928208460692986e+01
3.567134268537074604e+01,2.001939339355744352e+01
3.581162324649298512e+01,1.841765593471743401e+01
3.595190380761523130e+01,2.527638955486295202e+01
3.609218436873747748e+01,2.345478980381890466e+01
3.623246492985971656e+01,1.894042020582611840e+01
3.637274549098196275e+01,2.453137199805165380e+01
3.651302605210420893e+01,1.100461506025708580e+01
3.665330661322644801e+01,2.033338155592692331e+01
3.679358717434870130e+01,2.064142402869494575e+01
3.693386773547094037e+01,1.737661560854738596e+01
3.707414829659318656e+01,1.473886637329465188e+01
3.721442885771543274e+01,2.468217015930273206e+01
3.735470941883767182e+01,2.127950264864404417e+01
3.749498997995992511e+01,2.480581454875243352e+01
3.763527054108216419e+01,2.366935582554875950e+01
3.777555110220441037e+01,2.071066696591894996e+01
3.791583166332665655e+01,1.699153619784944524e+01
3.805611222444889563e+01,1.954325571288535102e+01
3.819639278557114181e+01,2.121936985445262280e+01
3.833667334669338800e+01,1.829056090497204323e+01
3.847695390781562708e+01,1.658585731478860481e+01
3.861723446893788037e+01,2.011314724646170760e+01
3.875751503006011944e+01,1.992231241778583950e+01
3.889779559118236563e+01,2.167369788273618880e+01
3.903807615230461181e+01,2.443327237293175713e+01
3.917835671342685089e+01,1.907582172413815869e+01
3.931863727454909707e+01,2.080383758803652938e+01
3.945891783567134325e+01,2.292380980399418178e+01
3.959919839679358233e+01,1.939986310292736249e+01
3.973947895791583562e+01,1.718295409869928037e+01
3.987975951903807470e+01,2.472056076878564213e+01
4.002004008016032088e+01,1.628431163993815645e+01
4.016032064128256707e+01,1.620427705682365271e+01
4.030060120240480614e+01,1.739636155065853629e+01
4.044088176352705943e+01,2.529058482214291459e+01
4.058116232464929851e+01,1.706433397480611447e+01
4.072144288577154470e+01,1.800675198997794979e+01
4.086172344689379088e+01,1.372821933492011759e+01
4.100200400801602996e+01,2.531451757953019310e+01
4.114228456913827614e+01,1.646935360506232726e+01
4.128256513026052232e+01,2.160535772658872133e+01
4.142284569138276140e+01,2.050806718353026525e+01
4.156312625250501469e+01,1.736820807741427330e+01
4.170340681362725377e+01,1.851960460082630178e+01
4.184368737474949995e+01,1.933897704778394200e+01
4.198396793587174614e+01,2.478349931769313841e+01
4.212424849699398521e+01,2.133370058416086579e+01
4.226452905811623140e+01,1.862963672851053687e+01
4.240480961923847758e+01,1.993430718825447912e+01
4.254509018036072376e+01,1.718288474959236822e+01
4.268537074148296284e+01,1.846304675237591297e+01
4.282565130260520903e+01,2.730099896690302330e+01
4.296593186372745521e+01,2.101937136907760717e+01
4.310621242484970139e+01,2.114098528767734209e+01
4.324649298597194758e+01,1.699799375098627863e+01
4.338677354709418665e+01,1.735374938546985035e+01
4.352705410821643284e+01,1.594016518326476728e+01
4.366733466933867902e+01,2.033643087516690073e+01
4.380761523046092520e+01,1.172497989179783850e+01
4.394789579158316428e+01,1.507262783486207702e+01
4.408817635270541047e+01,2.079828352905644806e+01
4.422845691382765665e+01,2.919568416589602933e+01
4.436873747494990283e+01,1.498210609881140698e+01
4.450901803607214191e+01,1.871569110351086351e+01
4.464929859719438809e+01,1.730019125087966358e+01
4.478957915831663428e+01,2.277197097697988326e+01
4.492985971943888046e+01,2.168444613551721645e+01
4.507014028056111954e+01,2.287700589029257969e+01
4.521042084168336572e+01,2.275178825316934805e+01
4.535070140280561191e+01,2.717966668657003737e+01
4.549098196392785809e+01,1.662703864308205937e+01
4.563126252505009717e+01,1.620621182337861654e+01
4.577154308617234335e+01,2.275783847102116653e+01
4.591182364729458953e+01,1.480013979026593418e+01
4.605210420841683572e+01,2.142257821684210128e+01
4.619238476953908190e+01,2.336480811981399341e+01
4.633266533066132098e+01,2.037817665541704315e+01
4.647294589178356716e+01,2.120078484896541227e+01
4.661322645290581335e+01,2.157966217905077855e+01
4.675350701402805953e+01,1.678068347785045589e+01
4.689378757515029861e+01,1.846689675252841312e+01
4.703406813627254479e+01,1.863428937696834709e+01
4.717434869739479097e+01,2.317417191442894620e+01
4.731462925851703716e+01,1.911858614954046942e+01
4.745490981963927624e+01,2.312287218518931553e+01
4.759519038076152242e+01,1.886789931180200242e+01
4.773547094188376860e+01,2.283709512086389992e+01
4.787575150300601479e+01,2.330438517852611824e+01
4.801603206412825386e+01,2.099181559976806355e+01
4.815631262525050005e+01,1.576301112122083303e+01
4.829659318637274623e+01,2.294324074613694364e+01
4.843687374749499241e+01,2.426144715762394100e+01
4.857715430861723149e+01,1.540300940639177441e+01
4.871743486973947768e+01,2.353579495793697873e+01
4.885771543086172386e+01,2.477602541059793495e+01
4.899799599198397004e+01,2.199005701122122503e+01
4.913827655310621623e+01,1.979082321177941850e+01
4.927855711422845530e+01,1.983444914807991211e+01
4.941883767535070149e+01,2.414992080618965886e+01
4.955911823647294767e+01,2.383540320381858635e+01
4.969939879759519386e+01,2.817915339794214447e+01
4.983967935871743293e+01,1.827274189906801638e+01
4.997995991983967912e+01,1.950147129192958673e+01
5.012024048096192530e+01,3.459444108087338776e+01
5.026052104208417148e+01,2.317803301045802300e+01
5.040080160320641056e+01,1.914417507023148346e+01
5.054108216432865675e+01,1.041007761858667280e+01
5.068136272545090293e+01,1.912858365075498668e+01
5.082164328657314911e+01,2.800415466942511244e+01
5.096192384769538819e+01,2.190934883490886875e+01
5.110220440881763437e+01,1.844169021153323129e+01
5.124248496993988056e+01,1.929409621583513257e+01
5.138276553106212674e+01,2.783683244215236385e+01
5.152304609218436582e+01,1.971802588300319670e+01
5.166332665330661200e+01,2.002965604009101952e+01
5.180360721442885819e+01,2.375193972269477527e+01
5.194388777555110437e+01,1.245987520538914417e+01
5.208416833667335055e+01,2.125574477203365831e+01
5.222444889779558963e+01,1.561278863908132308e+01
5.236472945891783581e+01,1.325412087201708999e+01
5.250501002004008200e+01,1.644317024360739410e+01
5.264529058116232818e+01,1.768742438953303875e+01
5.278557114228456726e+01,1.468789147392871541e+01
5.292585170340681344e+01,2.776200033043117799e+01
5.306613226452905963e+01,2.001064819444201248e+01
5.320641282565130581e+01,1.868963693141939331e+01
5.334669338677354489e+01,2.258979522931469930e+01
5.348697394789579107e+01,2.123194726801983734e+01
5.362725450901803725e+01,2.419119343449040116e+01
5.376753507014028344e+01,1.908267895413273507e+01
5.390781563126252252e+01,2.091733470606543932e+01
5.404809619238476870e+01,1.849420120798606249e+01
5.418837675350701488e+01,1.865122067971276820e+01
5.432865731462926107e+01,2.013168616102201369e+01
5.446893787575150014e+01,1.275732485702697971e+01
5.460921843687374633e+01,1.925210276265563891e+01
5.474949899799599251e+01,1.724189612374449965e+01
5.488977955911823869e+01,1.879672028608430878e+01
5.503006012024048488e+01,2.071163419373980119e+01
5.517034068136272396e+01,1.807768033241011452e+01
5.531062124248497014e+01,1.790663911999001456e+01
5.545090180360721632e+01,2.427449856255749694e+01
5.559118236472946251e+01,1.880257244437196107e+01
5.573146292585170158e+01,1.415748575918957997e+01
5.587174348697394777e+01,1.807594052382582106e+01
5.601202404809619395e+01,2.359649230861049318e+01
5.615230460921844013e+01,1.617644750049207047e+01
5.629258517034067921e+01,1.927225251946329720e+01
5.643286573146292540e+01,1.547232837424479968e+01
5.657314629258517158e+01,2.437109085232530248e+01
5.671342685370741776e+01,2.031756778333831193e+01
5.685370741482965684e+01,1.916635667220148775e+01
5.699398797595190302e+01,2.212268210505259347e+01
5.713426853707414921e+01,2.600708821703016937e+01
5.727454909819639539e+01,2.125308865299504291e+01
5.741482965931863447e+01,1.989705860584069086e+01
5.755511022044088065e+01,2.149115841319909848e+01
5.769539078156312684e+01,1.703562719955413129e+01
5.783567134268537302e+01,2.777885467491938698e+01
5.797595190380761920e+01,2.121031560190813536e+01
5.811623246492985828e+01,1.745217560401724555e+01
5.825651302605210446e+01,1.421479750458830615e+01
5.839679358717435065e+01,2.188807034790539774e+01
5.853707414829659683e+01,1.976615162213405696e+01
5.867735470941883591e+01,1.773972440634063119e+01
5.881763527054108209e+01,2.245253409400017475e+01
5.895791583166332828e+01,1.553771137201319696e+01
5.909819639278557446e+01,1.582191324022771539e+01
5.923847695390781354e+01,2.072890550309568880e+01
5.937875751503005972e+01,1.524406012558080903e+01
5.951903807615230590e+01,2.430236674826822707e+01
5.965931863727455209e+01,2.741133301873109573e+01
5.979959919839679117e+01,8.874561587079325520e+00
5.993987975951903735e+01,2.054058463815630020e+01
6.008016032064128353e+01,1.531093570280232186e+01
6.022044088176352972e+01,2.435466318541149633e+01
6.036072144288576879e+01,1.291526062804152986e+01
6.050100200400801498e+01,2.306911535782162659e+01
6.064128256513026116e+01,1.544702975407001944e+01
6.078156312625250735e+01,2.290783046307132764e+01
6.092184368737475353e+01,1.389519856831536160e+01
6.106212424849699261e+01,2.260604737339797765e+01
6.120240480961923879e+01,2.378621221339677305e+01
6.134268537074148497e+01,2.022894914417456746e+01
6.148296593186373116e+01,3.223824210753307540e+01
6.162324649298597024e+01,2.350927805144852556e+01
6.176352705410821642e+01,1.530165577145900713e+01
6.190380761523046260e+01,1.498265620323306813e+01
6.204408817635270879e+01,1.826318075309415789e+01
6.218436873747494786e+01,2.248787259834185193e+01
6.232464929859719405e+01,2.272016305123236179e+01
6.246492985971944023e+01,2.838692208760222258e+01
6.260521042084168641e+01,1.745677952971638192e+01
6.274549098196392549e+01,2.519503980052676795e+01
6.288577154308617168e+01,1.670064797700749892e+01
6.302605210420841786e+01,1.335856601723524584e+01
6.316633266533066404e+01,2.128695994987348783e+01
6.330661322645290312e+01,2.510230751443575414e+01
6.344689378757514930e+01,1.855039138022107537e+01
6.358717434869739549e+01,1.929460504029272983e+01
6.372745490981964167e+01,1.939528683527844066e+01
6.386773547094188075e+01,1.608134077359053293e+01
6.400801603206411983e+01,2.566332192393388922e+01
6.414829659318637312e+01,2.454312423752010375e+01
6.428857715430862640e+01,1.020411683574424622e+01
6.442885771543086548e+01,2.044388612282874007e+01
6.456913827655310456e+01,2.155071670403178530e+01
6.470941883767534364e+01,1.906334594992098630e+01
6.484969939879759693e+01,2.326617446060675931e+01
6.498997995991985022e+01,1.992849043058237513e+01
6.513026052104208929e+01,2.135687795787695009e+01
6.527054108216432837e+01,2.015161337008206388e+01
6.541082164328656745e+01,1.927653109400154818e+01
6.555110220440882074e+01,1.970399334771908428e+01
6.569138276553105982e+01,2.083433649622153538e+01
6.583166332665331311e+01,2.404936680687952943e+01
6.597194388777555218e+01,2.545141953507097554e+01
6.611222444889779126e+01,1.094692502439701975e+01
6.625250501002003034e+01,1.862077470408625857e+01
6.639278557114228363e+01,2.207668497722034218e+01
6.653306613226453692e+01,1.118119294121045293e+01
6.667334669338677600e+01,1.143122088090477995e+01
6.681362725450901507e+01,1.693301862512242906e+01
6.695390781563125415e+01,1.997881814585664628e+01
6.709418837675350744e+01,2.119167372920600201e+01
6.723446893787576073e+01,2.896437647345607047e+01
6.737474949899799981e+01,1.931554856630554085e+01
6.751503006012023889e+01,1.826439551123692340e+01
6.765531062124247796e+01,1.500222655365086233e+01
6.779559118236473125e+01,2.448758997236055635e+01
6.793587174348698454e+01,2.424624607571533375e+01
6.807615230460922362e+01,1.831911666896354518e+01
6.821643286573146270e+01,1.549926803987835555e+01
6.835671342685370178e+01,1.960263757973206111e+01
6.849699398797595506e+01,1.579823773514200269e+01
6.863727454909819414e+01,2.115635152549790376e+01
6.877755511022044743e+01,2.484505672084404893e+01
6.891783567134268651e+01,2.371620443070663597e+01
6.905811623246492559e+01,4.691065691813873784e+00
6.919839679358716467e+01,1.815087536347013852e+01
6.933867735470941795e+01,1.475225509937092383e+01
6.947895791583167124e+01,2.565875785920858476e+01
6.961923847695391032e+01,2.046032479166084173e+01
6.975951903807614940e+01,1.194172538841938191e+01
6.989979959919838848e+01,2.115432128135690348e+01
7.004008016032064177e+01,1.720363059080539259e+01
7.018036072144289506e+01,1.891839931640333461e+01
7.032064128256513413e+01,2.196937842506130778e+01
7.046092184368737321e+01,1.803837354895452094e+01
7.060120240480961229e+01,2.026525519410419207e+01
7.074148296593186558e+01,2.269154479906073973e+01
7.088176352705411887e+01,1.929193625377335053e+01
7.102204408817635795e+01,1.430754864448527819e+01
7.116232464929859702e+01,2.871374696176454933e+01
7.130260521042083610e+01,2.621202248296384241e+01
7.144288577154308939e+01,2.074434624890547241e+01
7.158316633266532847e+01,1.871208411380426639e+01
7.172344689378758176e+01,1.092462997739407626e+01
7.186372745490982084e+01,1.822437256651309312e+01
7.200400801603205991e+01,1.400695524116629187e+01
7.214428857715429899e+01,1.856632775628787613e+01
7.228456913827655228e+01,2.168973224216298590e+01
7.242484969939880557e+01,2.030554230291871676e+01
7.256513026052104465e+01,2.156828738310101912e+01
7.270541082164328373e+01,1.409042581473986111e+01
7.284569138276552280e+01,1.557100182100888830e+01
7.298597194388777609e+01,2.234003931462505221e+01
7.312625250501002938e+01,1.553855938950263749e+01
7.326653306613226846e+01,2.133738929953290508e+01
7.340681362725450754e+01,1.525589052120959543e+01
7.354709418837674662e+01,2.469092742045889466e+01
7.368737474949899990e+01,2.354855415902282800e+01
7.382765531062125319e+01,2.293624674495354654e+01
7.396793587174349227e+01,2.450653257916350825e+01
7.410821643286573135e+01,1.335800008056407506e+01
7.424849699398797043e+01,1.041721188979985691e+01
7.438877755511022372e+01,1.624704991336034610e+01
7.452905811623246279e+01,2.025552788861994458e+01
7.466933867735471608e+01,2.081926520231461808e+01
7.480961923847695516e+01,1.735404286672817875e+01
7.494989979959919424e+01,1.999751091475683396e+01
7.509018036072144753e+01,1.134191504513566784e+01
7.523046092184368661e+01,2.667233303355988028e+01
7.537074148296592568e+01,1.436678905015216046e+01
7.551102204408817897e+01,1.354822345824574725e+01
7.565130260521041805e+01,2.594125345375164216e+01
7.579158316633267134e+01,2.095069010194831094e+01
7.593186372745491042e+01,1.506076051526608950e+01
7.607214428857714950e+01,2.141941589319153394e+01
7.621242484969940278e+01,2.294077275053354725e+01
7.635270541082164186e+01,1.197072410636542017e+01
7.649298597194389515e+01,2.272126464166589344e+01
7.663326653306613423e+01,1.996305553567590607e+01
7.677354709418837331e+01,2.494662300506161756e+01
7.691382765531062660e+01,1.431961952598419430e+01
7.705410821643286567e+01,1.848065199248086898e+01
7.719438877755510475e+01,1.752690084708843443e+01
7.733466933867735804e+01,1.923599351546729253e+01
7.747494989979959712e+01,1.315585746261334776e+01
7.761523046092185041e+01,1.311934366992191769e+01
7.775551102204408949e+01,2.160868335144824570e+01
7.789579158316632856e+01,1.990205450071944426e+01
7.803607214428858185e+01,1.357786756773905879e+01
7.817635270541082093e+01,2.080206649514526873e+01
7.831663326653306001e+01,1.809282284189131929e+01
7.845691382765531330e+01,1.488180421893801508e+01
7.859719438877755238e+01,1.949471716256178411e+01
7.873747494989980567e+01,1.823457475547851914e+01
7.887775551102204474e+01,2.584251397388189275e+01
7.901803607214428382e+01,2.361846228719403129e+01
7.915831663326653711e+01,2.343981301778822868e+01
7.929859719438877619e+01,2.553072406900535896e+01
7.943887775551102948e+01,1.580017729686013261e+01
7.957915831663326856e+01,1.860628624931799635e+01
7.971943887775550763e+01,1.511436878504836301e+01
7.985971943887776092e+01,1.951243991465501537e+01
8.000000000000000000e+01,2.500992872975282921e+01
