two_theta,intensity
2.501002004008016044e+01,2.176300747149333858e+01
2.515030060120240307e+01,1.223052736640617510e+01
2.529058116232464926e+01,9.992451335632930309e+00
2.543086172344689544e+01,2.010904619293233964e+01
2.557114228456913807e+01,2.090771177202944386e+01
2.571142284569138070e+01,2.757884307626533626e+01
2.585170340681362688e+01,2.039971070814512544e+01
2.599198396793587307e+01,1.811249071643495157e+01
2.613226452905811570e+01,2.388616939146623963e+01
2.627254509018036188e+01,2.903883186201997191e+01
2.641282565130260451e+01,3.008573993089935783e+01
2.655310621242485070e+01,2.427816468339769784e+01
2.669338677354709333e+01,2.736638760302291473e+01
2.683366733466933951e+01,3.551113334217777151e+01
2.697394789579158214e+01,3.180753680317822329e+01
2.711422845691382832e+01,3.200131895966418227e+01
2.725450901803607096e+01,3.618735556607656179e+01
2.739478957915831714e+01,3.513434471786342073e+01
2.753507014028055977e+01,4.030591747392779212e+01
2.767535070140280595e+01,4.304238984445996863e+01
2.781563126252504858e+01,3.416336094048898531e+01
2.795591182364729477e+01,3.778384603568319733e+01
2.809619238476954095e+01,4.500825227191575806e+01
2.823647294589178358e+01,5.963303315842986763e+01
2.837675350701402976e+01,5.385253017990510216e+01
2.851703406813627240e+01,5.413575959036427321e+01
2.865731462925851858e+01,6.328220346641832350e+01
2.879759519038076121e+01,5.652027721421936945e+01
2.893787575150300739e+01,5.242462367030812942e+01
2.907815631262525002e+01,6.439652231605731458e+01
2.921843687374749621e+01,6.717121592895153981e+01
2.935871743486973884e+01,6.652905652893383603e+01
2.949899799599198502e+01,5.227414071325526379e+01
2.963927855711422765e+01,6.778559484264553703e+01
2.977955911823647384e+01,6.224250909175918167e+01
2.991983967935871647e+01,6.366085466946851312e+01
3.006012024048096265e+01,7.701020542938695712e+01
3.020040080160320528e+01,6.666270145109405121e+01
3.034068136272545146e+01,7.128126735117544399e+01
3.048096192384769410e+01,7.315237448071700044e+01
3.062124248496994028e+01,6.022163607145460418e+01
3.076152304609218291e+01,7.415528984500264187e+01
3.090180360721442909e+01,6.774827126925322318e+01
3.104208416833667528e+01,7.522859366068463771e+01
3.118236472945891791e+01,6.933702013382271900e+01
3.132264529058116409e+01,6.900208042837351741e+01
3.146292585170340672e+01,6.852484972084999981e+01
3.160320641282565290e+01,7.077515950185373583e+01
3.174348697394789554e+01,7.060409638828826928e+01
3.188376753507014172e+01,6.113877097512257563e+01
3.202404809619238790e+01,6.947327746550853078e+01
3.216432865731462698e+01,6.723941333210258620e+01
3.230460921843687316e+01,6.216269275613580447e+01
3.244488977955911935e+01,6.616441154755830212e+01
3.258517034068135843e+01,6.494007162313576487e+01
3.272545090180361171e+01,6.185139576459514643e+01
3.286573146292585079e+01,5.655546015530443071e+01
3.300601202404809698e+01,6.914849690195882204e+01
3.314629258517034316e+01,5.593407989699213090e+01
3.328657314629258224e+01,6.462924832825723342e+01
3.342685370741482842e+01,5.328376127774931348e+01
3.356713426853707460e+01,4.698426686962002918e+01
3.370741482965931368e+01,5.629966515535296878e+01
3.384769539078156697e+01,6.173800692819309432e+01
3.398797595190380605e+01,4.985556921192518587e+01
3.412825651302605223e+01,6.848295633354746315e+01
3.426853707414829842e+01,5.601746821097061257e+01
3.440881763527053749e+01,6.202830058227748111e+01
3.454909819639279078e+01,6.835119194312477475e+01
3.468937875751502986e+01,5.637565882657936100e+01
3.482965931863727604e+01,6.401057566163538581e+01
3.496993987975952223e+01,6.536360466283375104e+01
3.511022044088176131e+01,5.206367823149452789e+01
3.525050100200400749e+01,4.872081047336426707e+01
3.539078156312625367e+01,4.284128020804184445e+01
3.553106212424849275e+01,5.811517509264682246e+01
3.567134268537074604e+01,6.729032637585956422e+01
3.581162324649298512e+01,5.122147429598780377e+01
3.595190380761523130e+01,5.062291908762259851e+01
3.609218436873747748e+01,4.883003913868443391e+01
3.623246492985971656e+01,4.849447638483236744e+01
3.637274549098196275e+01,4.168191583792223298e+01
3.651302605210420893e+01,4.752999389012030917e+01
3.665330661322644801e+01,4.258148254452721204e+01
3.679358717434870130e+01,3.708915205791227265e+01
3.693386773547094037e+01,3.754559010659013296e+01
3.707414829659318656e+01,4.384716676029272975e+01
3.721442885771543274e+01,3.703078029019732753e+01
3.735470941883767182e+01,3.748506501348484932e+01
3.749498997995992511e+01,2.742771488934942425e+01
3.763527054108216419e+01,3.600597027209374090e+01
3.777555110220441037e+01,2.773111272925103066e+01
3.791583166332665655e+01,3.615346401363417783e+01
3.805611222444889563e+01,2.805570584943258794e+01
3.819639278557114181e+01,1.259739548656800245e+01
3.833667334669338800e+01,2.978490259081545943e+01
3.847695390781562708e+01,3.329142901008184197e+01
3.861723446893788037e+01,2.148036479032820978e+01
3.875751503006011944e+01,2.341321372716257443e+01
3.889779559118236563e+01,2.418872953759135314e+01
3.903807615230461181e+01,1.939626178509764642e+01
3.917835671342685089e+01,1.800719186232719693e+01
3.931863727454909707e+01,1.822041789245410115e+01
3.945891783567134325e+01,1.531062252806441393e+01
3.959919839679358233e+01,1.610350248728051170e+01
3.973947895791583562e+01,1.963923491839807056e+01
3.987975951903807470e+01,2.094849159693098883e+01
4.002004008016032088e+01,1.355880747698800803e+01
4.016032064128256707e+01,2.058441050952744078e+01
4.030060120240480614e+01,1.591025869324387365e+01
4.044088176352705943e+01,1.538593841686862973e+01
4.058116232464929851e+01,1.443660384869374980e+01
4.072144288577154470e+01,2.163537305093106511e+01
4.086172344689379088e+01,1.504128421439443031e+01
4.100200400801602996e+01,1.467482401198141595e+01
4.114228456913827614e+01,1.870848516482772794e+01
4.128256513026052232e+01,1.391228581702298328e+01
4.142284569138276140e+01,1.276123783600239747e+01
4.156312625250501469e+01,1.219780935774309860e+01
4.170340681362725377e+01,1.056730334623249234e+01
4.184368737474949995e+01,1.614189859123178650e+01
4.198396793587174614e+01,1.232398143466533114e+01
4.212424849699398521e+01,1.106033514226682080e+01
4.226452905811623140e+01,1.314969892983176258e+01
4.240480961923847758e+01,9.292122101069809403e+00
4.254509018036072376e+01,1.235855530813506853e+01
4.268537074148296284e+01,1.350162177102248329e+01
4.282565130260520903e+01,1.018817197035479616e+01
4.296593186372745521e+01,1.427297083696698010e+01
4.310621242484970139e+01,7.534506821376464103e+00
4.324649298597194758e+01,1.417481908651337719e+01
4.338677354709418665e+01,1.170286638119895528e+01
4.352705410821643284e+01,1.030395986000879383e+01
4.366733466933867902e+01,1.283628789805817938e+01
4.380761523046092520e+01,8.608035766155190061e+00
4.394789579158316428e+01,1.235238859148894086e+01
4.408817635270541047e+01,1.147567612443926777e+01
4.422845691382765665e+01,1.191640726143276297e+01
4.436873747494990283e+01,1.308142569779614384e+01
4.450901803607214191e+01,1.387901422895134118e+01
4.464929859719438809e+01,2.112862433197341616e+01
4.478957915831663428e+01,1.281794229948757646e+01
4.492985971943888046e+01,1.839635863382524761e+01
4.507014028056111954e+01,1.553897901407429138e+01
4.521042084168336572e+01,6.507471009367085557e+00
4.535070140280561191e+01,1.338385859705341119e+01
4.549098196392785809e+01,1.348745922252093621e+01
4.563126252505009717e+01,1.142478678702050132e+01
4.577154308617234335e+01,1.082767844766937593e+01
4.591182364729458953e+01,1.144651675515036970e+01
4.605210420841683572e+01,7.842426974925188254e+00
4.619238476953908190e+01,8.325066828109648043e+00
4.633266533066132098e+01,1.326226701301883537e+01
4.647294589178356716e+01,1.528061523854132631e+01
4.661322645290581335e+01,1.544245902518798630e+01
4.675350701402805953e+01,1.247471950099471982e+01
4.689378757515029861e+01,1.046409784399657994e+01
4.703406813627254479e+01,1.451279196916882697e+01
4.717434869739479097e+01,1.121708966876325597e+01
4.731462925851703716e+01,1.473125483663725888e+01
4.745490981963927624e+01,1.562666373216212889e+01
4.759519038076152242e+01,8.499660022252577107e+00
4.773547094188376860e+01,1.503998558796458518e+01
4.787575150300601479e+01,6.731338835309631285e+00
4.801603206412825386e+01,1.333845181154221748e+01
4.815631262525050005e+01,1.245343925638703020e+01
4.829659318637274623e+01,8.143876569861708603e+00
4.843687374749499241e+01,1.373259661955600031e+01
4.857715430861723149e+01,6.960851362921918195e+00
4.871743486973947768e+01,1.125917325656639711e+01
4.885771543086172386e+01,1.129251449523618689e+01
4.899799599198397004e+01,1.870145105366384541e+01
4.913827655310621623e+01,9.695642643345944833e+00
4.927855711422845530e+01,1.226908136560658136e+01
4.941883767535070149e+01,1.904662934046907097e+01
4.955911823647294767e+01,9.520225493893127222e+00
4.969939879759519386e+01,1.627536746592678796e+01
4.983967935871743293e+01,7.210088905172640672e+00
4.997995991983967912e+01,1.211803935114249775e+01
5.012024048096192530e+01,1.234383283275959009e+01
5.026052104208417148e+01,1.373054214582014687e+01
5.040080160320641056e+01,1.366681486895557640e+01
5.054108216432865675e+01,1.376785014347936453e+01
5.068136272545090293e+01,1.161730899591749377e+01
5.082164328657314911e+01,5.481654770177672553e+00
5.096192384769538819e+01,1.919296610993692198e+01
5.110220440881763437e+01,7.753676348972042831e+00
5.124248496993988056e+01,9.090375766322779327e+00
5.138276553106212674e+01,1.112682198980490966e+01
5.152304609218436582e+01,1.041563546193083312e+01
5.166332665330661200e+01,1.546292282716078503e+01
5.180360721442885819e+01,7.294331476213491428e+00
5.194388777555110437e+01,1.214143293489954800e+01
5.208416833667335055e+01,1.031994725406180180e+01
5.222444889779558963e+01,8.642228879754124904e+00
5.236472945891783581e+01,1.455008313036089795e+01
5.250501002004008200e+01,2.024013237792340192e+01
5.264529058116232818e+01,1.259630964346723658e+01
5.278557114228456726e+01,1.298419101560979172e+01
5.292585170340681344e+01,1.627440211354307209e+01
5.306613226452905963e+01,1.981053695332132492e+01
5.320641282565130581e+01,1.523986028690556616e+01
5.334669338677354489e+01,8.382265863026502117e+00
5.348697394789579107e+01,1.514734873326431597e+01
5.362725450901803725e+01,7.241916756984100978e+00
5.376753507014028344e+01,7.109776301709062274e+00
5.390781563126252252e+01,1.839744653244063954e+01
5.404809619238476870e+01,9.549929389004446989e+00
5.418837675350701488e+01,9.595649905175921646e+00
5.432865731462926107e+01,7.202866552193710525e+00
5.446893787575150014e+01,1.359565384260818632e+01
5.460921843687374633e+01,1.444197226075366203e+01
5.474949899799599251e+01,1.343032428631676822e+01
5.488977955911823869e+01,7.717776584886065550e+00
5.503006012024048488e+01,1.093780692458985371e+01
5.517034068136272396e+01,1.176842858908405454e+01
5.531062124248497014e+01,1.473786987035308371e+01
5.545090180360721632e+01,8.429775821160299998e+00
5.559118236472946251e+01,1.862444234951499311e+01
5.573146292585170158e+01,9.597993211823675708e+00
5.587174348697394777e+01,1.493295681567250988e+01
5.601202404809619395e+01,1.309825947316667083e+01
5.615230460921844013e+01,1.088326213405464138e+01
5.629258517034067921e+01,1.324083715665213390e+01
5.643286573146292540e+01,1.053820670789709979e+01
5.657314629258517158e+01,1.874467296119384230e+01
5.671342685370741776e+01,1.543859065610655534e+01
5.685370741482965684e+01,1.297245150872302943e+01
5.699398797595190302e+01,1.713514923387963762e+01
5.713426853707414921e+01,1.237592318648109035e+01
5.727454909819639539e+01,2.500537703106725473e+01
5.741482965931863447e+01,2.004780180014102697e+01
5.755511022044088065e+01,2.199270753346696949e+01
5.769539078156312684e+01,1.587914679357458070e+01
5.783567134268537302e+01,1.132169840319605925e+01
5.797595190380761920e+01,9.088069126867003078e+00
5.811623246492985828e+01,1.720189573552960738e+01
5.825651302605210446e+01,1.526078073783077471e+01
5.839679358717435065e+01,2.276345581583507993e+01
5.853707414829659683e+01,1.963382136601861916e+01
5.867735470941883591e+01,2.062559448689408015e+01
5.881763527054108209e+01,2.766064322546546350e+01
5.895791583166332828e+01,2.114466931118952786e+01
5.909819639278557446e+01,1.896163996470912139e+01
5.923847695390781354e+01,2.673536314562914384e+01
5.937875751503005972e+01,3.109988761507113608e+01
5.951903807615230590e+01,2.713216364113024781e+01
5.965931863727455209e+01,2.744902472681288330e+01
5.979959919839679117e+01,2.478345653932242953e+01
5.993987975951903735e+01,3.058055393570430880e+01
6.008016032064128353e+01,3.182032330660377539e+01
6.022044088176352972e+01,4.688176864564412938e+01
6.036072144288576879e+01,2.980506856411355798e+01
6.050100200400801498e+01,3.229963061567826799e+01
6.064128256513026116e+01,4.290466431865834807e+01
6.078156312625250735e+01,4.660155747510590629e+01
6.092184368737475353e+01,4.650620641533907218e+01
6.106212424849699261e+01,3.873223290018809450e+01
6.120240480961923879e+01,4.192480048012206595e+01
6.134268537074148497e+01,4.481667378579194150e+01
6.148296593186373116e+01,4.464331413627156309e+01
6.162324649298597024e+01,4.266471903822161238e+01
6.176352705410821642e+01,4.510122127110683010e+01
6.190380761523046260e+01,4.520839572366829628e+01
6.204408817635270879e+01,3.514701796778875575e+01
6.218436873747494786e+01,5.227341145639768172e+01
6.232464929859719405e+01,3.763799897938112338e+01
6.246492985971944023e+01,4.991709911038106640e+01
6.260521042084168641e+01,3.845980118241878642e+01
6.274549098196392549e+01,4.028082534374856749e+01
6.288577154308617168e+01,3.977504455774048608e+01
6.302605210420841786e+01,4.730583733415702596e+01
6.316633266533066404e+01,4.935054144159639122e+01
6.330661322645290312e+01,3.984523740585663631e+01
6.344689378757514930e+01,4.334906691724214056e+01
6.358717434869739549e+01,3.893969231820258159e+01
6.372745490981964167e+01,3.445821933773429180e+01
6.386773547094188075e+01,2.978043960405241108e+01
6.400801603206411983e+01,2.675283536249230210e+01
6.414829659318637312e+01,3.482873958284137217e+01
6.428857715430862640e+01,4.026572035929829241e+01
6.442885771543086548e+01,2.526510726501845028e+01
6.456913827655310456e+01,2.261901652556117526e+01
6.470941883767534364e+01,3.182798421792917765e+01
6.484969939879759693e+01,2.189962057145998031e+01
6.498997995991985022e+01,2.846070441161236531e+01
6.513026052104208929e+01,2.886625594455585286e+01
6.527054108216432837e+01,2.417008167806012864e+01
6.541082164328656745e+01,1.516229858059348601e+01
6.555110220440882074e+01,1.256250717013686291e+01
6.569138276553105982e+01,1.748776511058493455e+01
6.583166332665331311e+01,1.863329153136425020e+01
6.597194388777555218e+01,1.839432165991825840e+01
6.611222444889779126e+01,1.731804736012189849e+01
6.625250501002003034e+01,1.742544672209412226e+01
6.639278557114228363e+01,1.225234210413312574e+01
6.653306613226453692e+01,1.299447670546978095e+01
6.667334669338677600e+01,1.740607910473378439e+01
6.681362725450901507e+01,1.409794234383159406e+01
6.695390781563125415e+01,1.521063086831190780e+01
6.709418837675350744e+01,1.778357299205664432e+01
6.723446893787576073e+01,1.486600571148289163e+01
6.737474949899799981e+01,1.421577579513459533e+01
6.751503006012023889e+01,6.946153293713335231e+00
6.765531062124247796e+01,8.764326387691170339e+00
6.779559118236473125e+01,9.281217427234363271e+00
6.793587174348698454e+01,1.339487304173246329e+01
6.807615230460922362e+01,2.100442230567644941e+01
6.821643286573146270e+01,1.092964432251143592e+01
6.835671342685370178e+01,1.549841655647436234e+01
6.849699398797595506e+01,1.173641821372988581e+01
6.863727454909819414e+01,6.533497876266570970e+00
6.877755511022044743e+01,1.053101208772007880e+01
6.891783567134268651e+01,1.636576318010916253e+01
6.905811623246492559e+01,1.232908560278437804e+01
6.919839679358716467e+01,2.461397459626594753e+01
6.933867735470941795e+01,1.643171515645088121e+01
6.947895791583167124e+01,5.998330869782643404e+00
6.961923847695391032e+01,7.212617981508423703e+00
6.975951903807614940e+01,6.639943881457379682e+00
6.989979959919838848e+01,1.262320037213753565e+01
7.004008016032064177e+01,1.437732694367981523e+01
7.018036072144289506e+01,9.719339705092711057e+00
7.032064128256513413e+01,1.404208359788449911e+01
7.046092184368737321e+01,1.683937037140628590e+00
7.060120240480961229e+01,1.923293072564635509e+01
7.074148296593186558e+01,1.613134141973764102e+01
7.088176352705411887e+01,1.530076656270697377e+01
7.102204408817635795e+01,1.204177379951295990e+01
7.116232464929859702e+01,1.216339369376487589e+01
7.130260521042083610e+01,1.722061487038489958e+01
7.144288577154308939e+01,9.743260139573743928e+00
7.158316633266532847e+01,6.208143992075997986e+00
7.172344689378758176e+01,1.400083044158465029e+01
7.186372745490982084e+01,1.685618743146997289e+01
7.200400801603205991e+01,1.266441467591941894e+01
7.214428857715429899e+01,1.098401271869798279e+01
7.228456913827655228e+01,8.125994568213904756e+00
7.242484969939880557e+01,8.745210804004816652e+00
7.256513026052104465e+01,1.366011095724475943e+01
7.270541082164328373e+01,1.329277806252808780e+01
7.284569138276552280e+01,2.069589349649956844e+01
7.298597194388777609e+01,1.783086343471505941e+01
7.312625250501002938e+01,2.191984495221775830e+01
7.326653306613226846e+01,1.483460353727133807e+01
7.340681362725450754e+01,1.392757415500774520e+01
7.354709418837674662e+01,1.004110745462046417e+01
7.368737474949899990e+01,1.056307558359931242e+01
7.382765531062125319e+01,1.618327537174376118e+01
7.396793587174349227e+01,9.745951558940809889e+00
7.410821643286573135e+01,1.192797627859895293e+01
7.424849699398797043e+01,1.561327666709787110e+01
7.438877755511022372e+01,9.121976817928134196e+00
7.452905811623246279e+01,1.541970794123304955e+01
7.466933867735471608e+01,6.338823867647848331e+00
7.480961923847695516e+01,1.726550394911037500e+01
7.494989979959919424e+01,9.358948242159099706e+00
7.509018036072144753e+01,1.816931684054519280e+01
7.523046092184368661e+01,1.623857217084132643e+01
7.537074148296592568e+01,1.702512840154389906e+01
7.551102204408817897e+01,1.875776467882934639e+01
7.565130260521041805e+01,1.750692076564867250e+01
7.579158316633267134e+01,2.212731737176616775e+01
7.593186372745491042e+01,1.261076734010738143e+01
7.607214428857714950e+01,7.574776042163512635e+00
7.621242484969940278e+01,1.478758374134509168e+01
7.635270541082164186e+01,1.833554585075929921e+01
7.649298597194389515e+01,1.159173321164609405e+01
7.663326653306613423e+01,9.880018679459324105e+00
7.677354709418837331e+01,1.032282296880180006e+01
7.691382765531062660e+01,1.185763346116127437e+01
7.705410821643286567e+01,8.204793438489943469e+00
7.719438877755510475e+01,1.138342511256941947e+01
7.733466933867735804e+01,1.634057466631293920e+01
7.747494989979959712e+01,7.968366080791313699e+00
7.761523046092185041e+01,8.520092571213663035e+00
7.775551102204408949e+01,1.037924683544677151e+01
7.789579158316632856e+01,5.394471824686819517e+00
7.803607214428858185e+01,1.651797574606174024e+01
7.817635270541082093e+01,1.387240475018927910e+01
7.831663326653306001e+01,1.746896717379227582e+01
7.845691382765531330e+01,1.196854104011030984e+01
7.859719438877755238e+01,2.282838458258451197e+01
7.873747494989980567e+01,1.224450181424716533e+01
7.887775551102204474e+01,8.985871352582968541e+00
7.901803607214428382e+01,1.407749428230207656e+01
7.915831663326653711e+01,1.016139102275085548e+01
7.929859719438877619e+01,1.208420166158807163e+01
7.943887775551102948e+01,1.538998768056247357e+01
7.957915831663326856e+01,5.780161403400514430e+00
7.971943887775550763e+01,1.208276941426533391e+01
7.985971943887776092e+01,1.291625839681003463e+01
8.000000000000000000e+01,2.190472973121360312e+01
