q,intensity
3.522613065326633541e-01,1.656989300180106657e+05
3.547236180904522751e-01,1.553041660731187731e+05
3.571859296482412516e-01,1.452926864778967865e+05
3.596482412060301725e-01,1.357272662689385761e+05
3.621105527638190935e-01,1.265870026376118476e+05
3.645728643216080700e-01,1.178393617187643395e+05
3.670351758793969910e-01,1.094873879856689018e+05
3.694974874371859674e-01,1.015520156802200217e+05
3.719597989949748884e-01,9.393195840796049742e+04
3.744221105527638649e-01,8.673236198811575014e+04
3.768844221105527859e-01,7.988912353693332989e+04
3.793467336683417068e-01,7.342990662056650035e+04
3.818090452261306833e-01,6.727167235965213331e+04
3.842713567839196043e-01,6.147670072309835814e+04
3.867336683417085808e-01,5.598746712895007659e+04
3.891959798994975017e-01,5.083274807337661332e+04
3.916582914572864782e-01,4.601299288441763929e+04
3.941206030150753992e-01,4.144381280228853575e+04
3.965829145728643201e-01,3.718915437006568391e+04
3.990452261306532966e-01,3.324502174584043678e+04
4.015075376884422176e-01,2.952954806653813648e+04
4.039698492462311941e-01,2.611128911354692536e+04
4.064321608040201150e-01,2.294798532682054065e+04
4.088944723618090915e-01,2.002527661554730003e+04
4.113567839195980125e-01,1.734266281595001419e+04
4.138190954773869334e-01,1.488827950262534432e+04
4.162814070351759099e-01,1.265495400303075439e+04
4.187437185929648309e-01,1.063996255261296392e+04
4.212060301507538074e-01,8.822091043240678118e+03
4.236683417085427283e-01,7.201752023639068284e+03
4.261306532663317048e-01,5.777599378863370475e+03
4.285929648241206258e-01,4.521273101757086806e+03
4.310552763819095468e-01,3.446663140375232615e+03
4.335175879396985232e-01,2.531455492862371102e+03
4.359798994974874442e-01,1.767086180516315380e+03
4.384422110552764207e-01,1.151537269200674473e+03
4.409045226130653417e-01,6.735926511866259716e+02
4.433668341708543181e-01,3.311587815289907439e+02
4.458291457286432391e-01,1.112595265046098802e+02
4.482914572864321601e-01,9.749778302733966839e+00
4.507537688442211365e-01,1.783868328640763323e+01
4.532160804020100575e-01,1.287277197885173337e+02
4.556783919597990340e-01,3.338415113204882800e+02
4.581407035175879550e-01,6.295264292874077228e+02
4.606030150753769314e-01,1.011476266345899830e+03
4.630653266331658524e-01,1.465244646057616364e+03
4.655276381909547734e-01,1.988842462099639079e+03
4.679899497487437499e-01,2.576176776560352209e+03
4.704522613065326708e-01,3.222995137208455162e+03
4.729145728643216473e-01,3.923459737038068852e+03
4.753768844221105683e-01,4.677739009402979718e+03
4.778391959798995448e-01,5.454575738554991403e+03
4.803015075376884657e-01,6.281875414901792283e+03
4.827638190954773867e-01,7.143702632347756662e+03
4.852261306532663632e-01,8.019573202607746680e+03
4.876884422110552841e-01,8.929515354353976363e+03
4.901507537688442606e-01,9.850430787680525100e+03
4.926130653266331816e-01,1.078505442551985288e+04
4.950753768844221581e-01,1.173673159083021528e+04
4.975376884422110790e-01,1.268550765673822389e+04
5.000000000000000000e-01,1.363925669710404691e+04
