q,intensity
4.729145728643216473e-01,2.100152176660418627e+04
4.753768844221105683e-01,2.492682630319621603e+04
4.778391959798995448e-01,2.861717514453408876e+04
4.803015075376884657e-01,3.197272691657074029e+04
4.827638190954773867e-01,3.484582196092566301e+04
4.852261306532663632e-01,3.716324073152158235e+04
4.876884422110552841e-01,3.882936636325346626e+04
4.901507537688442606e-01,3.986792222825818317e+04
4.926130653266331816e-01,4.014215374080932088e+04
4.950753768844221581e-01,3.976458111920402735e+04
4.975376884422110790e-01,3.867449179102172639e+04
5.000000000000000000e-01,3.700915655690215499e+04
