q,intensity
1.454271356783919666e-01,6.036192381496435963e+06
1.478894472361809154e-01,5.826134408371631056e+06
1.503517587939698641e-01,5.618747389987616800e+06
1.528140703517588128e-01,5.414243974052715115e+06
1.552763819095477615e-01,5.212721531318072230e+06
1.577386934673367103e-01,5.014459627229442820e+06
1.602010050251256312e-01,4.819453661362987943e+06
1.626633165829145800e-01,4.627913747479224578e+06
1.651256281407035287e-01,4.439959778755933046e+06
1.675879396984924774e-01,4.255544106352475472e+06
1.700502512562814261e-01,4.074932007419748232e+06
1.725125628140703749e-01,3.897954130932460539e+06
1.749748743718593236e-01,3.725323562604557257e+06
1.774371859296482445e-01,3.556685874956975225e+06
1.798994974874371933e-01,3.391672622344357427e+06
1.823618090452261420e-01,3.231060118864050135e+06
1.848241206030150907e-01,3.074618701367083937e+06
1.872864321608040394e-01,2.922628363556428812e+06
1.897487437185929882e-01,2.774667957293083891e+06
1.922110552763819369e-01,2.631038266221470200e+06
1.946733668341708579e-01,2.491559679042743519e+06
1.971356783919598066e-01,2.356875354706604499e+06
1.995979899497487553e-01,2.226216759037632030e+06
2.020603015075377040e-01,2.099817583033192903e+06
2.045226130653266527e-01,1.977996191583794076e+06
2.069849246231156015e-01,1.860259399336048402e+06
2.094472361809045502e-01,1.747134988393269712e+06
2.119095477386934712e-01,1.638178230915943859e+06
2.143718592964824199e-01,1.533414718782398151e+06
2.168341708542713686e-01,1.432664235198740149e+06
2.192964824120603173e-01,1.336546344083446311e+06
2.217587939698492661e-01,1.244289497316329740e+06
2.242211055276382148e-01,1.156321633082354674e+06
2.266834170854271635e-01,1.072210750188242411e+06
2.291457286432160845e-01,9.921139006120763952e+05
2.316080402010050332e-01,9.158602124514157185e+05
2.340703517587939819e-01,8.434427454336971277e+05
2.365326633165829306e-01,7.748481008490785025e+05
2.389949748743718794e-01,7.098876803303364431e+05
2.414572864321608281e-01,6.486399956314556766e+05
2.439195979899497768e-01,5.907324457879029214e+05
2.463819095477386978e-01,5.362979569681255380e+05
2.488442211055276465e-01,4.851225456041087164e+05
2.513065326633165952e-01,4.374132006265021628e+05
2.537688442211055162e-01,3.926507220934303477e+05
2.562311557788944927e-01,3.509828767155124224e+05
2.586934673366834136e-01,3.122013729481464834e+05
2.611557788944723901e-01,2.763114519040735904e+05
2.636180904522613111e-01,2.432258769292470533e+05
2.660804020100502876e-01,2.127794537705179828e+05
2.685427135678392085e-01,1.847871264705590147e+05
2.710050251256281850e-01,1.593101423379461048e+05
2.734673366834171060e-01,1.361046111521314888e+05
2.759296482412060270e-01,1.151775513880563813e+05
2.783919597989950034e-01,9.636237474125511653e+04
2.808542713567839244e-01,7.957809664023212099e+04
2.833165829145729009e-01,6.464841211868058599e+04
2.857788944723618219e-01,5.163988454530489980e+04
2.882412060301507983e-01,4.031698853729675466e+04
2.907035175879397193e-01,3.061324800355176922e+04
2.931658291457286403e-01,2.243316232901477633e+04
2.956281407035176167e-01,1.568749353150081515e+04
2.980904522613065377e-01,1.027158961557580733e+04
3.005527638190955142e-01,6.097210022874689457e+03
3.030150753768844352e-01,3.086295676888556500e+03
3.054773869346734116e-01,1.130313389451410785e+03
3.079396984924623326e-01,1.506281998644352029e+02
3.104020100502512536e-01,6.920944691106649316e+01
3.128643216080402301e-01,8.044423126900996976e+02
3.153266331658291510e-01,2.276111555755926020e+03
3.177889447236181275e-01,4.398046203850440179e+03
3.202512562814070485e-01,7.116627523979007492e+03
3.227135678391960250e-01,1.034518763410298743e+04
3.251758793969849459e-01,1.402882613686936020e+04
3.276381909547738669e-01,1.807649711967963594e+04
3.301005025125628434e-01,2.246972598202567315e+04
3.325628140703517643e-01,2.711297203482173063e+04
3.350251256281407408e-01,3.195335272620550313e+04
3.374874371859296618e-01,3.698356497656975262e+04
3.399497487437186383e-01,4.211418577400569484e+04
3.424120603015075592e-01,4.725936228672742436e+04
3.448743718592964802e-01,5.248455284473825304e+04
3.473366834170854567e-01,5.764526805718478136e+04
3.497989949748743777e-01,6.272708297207769647e+04
3.522613065326633541e-01,6.774796480230052839e+04
3.547236180904522751e-01,7.260828703896484512e+04
3.571859296482412516e-01,7.733499208241983433e+04
3.596482412060301725e-01,8.182930291657138150e+04
3.621105527638190935e-01,8.618374327344266931e+04
3.645728643216080700e-01,9.027497363405347278e+04
3.670351758793969910e-01,9.406779017141964869e+04
3.694974874371859674e-01,9.763394165064090339e+04
3.719597989949748884e-01,1.009220956257709477e+05
3.744221105527638649e-01,1.039332766242670332e+05
3.768844221105527859e-01,1.066276251081965747e+05
3.793467336683417068e-01,1.089954127767729515e+05
3.818090452261306833e-01,1.110427718386649794e+05
3.842713567839196043e-01,1.127931471284458821e+05
3.867336683417085808e-01,1.142647791781686683e+05
3.891959798994975017e-01,1.153483878656477027e+05
3.916582914572864782e-01,1.161556823839587450e+05
3.941206030150753992e-01,1.166382988312368980e+05
3.965829145728643201e-01,1.168390672916945477e+05
3.990452261306532966e-01,1.167294584753689851e+05
4.015075376884422176e-01,1.162875513463683747e+05
4.039698492462311941e-01,1.156397641796908283e+05
4.064321608040201150e-01,1.146565034765244054e+05
4.088944723618090915e-01,1.134090133577730012e+05
4.113567839195980125e-01,1.119494639434994897e+05
4.138190954773869334e-01,1.102237538203155855e+05
4.162814070351759099e-01,1.082953129714857787e+05
4.187437185929648309e-01,1.061213179461259861e+05
4.212060301507538074e-01,1.038206071227827197e+05
4.236683417085427283e-01,1.012933525700348837e+05
4.261306532663317048e-01,9.864855948155051738e+04
4.285929648241206258e-01,9.579229634103483113e+04
4.310552763819095468e-01,9.284151119369575463e+04
4.335175879396985232e-01,8.971910908309678780e+04
4.359798994974874442e-01,8.657528439552830241e+04
4.384422110552764207e-01,8.323639621161053947e+04
4.409045226130653417e-01,7.991674241187231382e+04
4.433668341708543181e-01,7.650400134417148365e+04
4.458291457286432391e-01,7.307478015967219835e+04
4.482914572864321601e-01,6.957312324907253787e+04
4.507537688442211365e-01,6.607956633540742041e+04
4.532160804020100575e-01,6.258329907079632540e+04
4.556783919597990340e-01,5.911459132001514081e+04
4.581407035175879550e-01,5.564816282218453125e+04
4.606030150753769314e-01,5.223306094377722911e+04
4.630653266331658524e-01,4.886683840458118357e+04
4.655276381909547734e-01,4.555700203627585142e+04
4.679899497487437499e-01,4.232890565920784138e+04
4.704522613065326708e-01,3.916617811085331778e+04
4.729145728643216473e-01,3.612009417073618533e+04
4.753768844221105683e-01,3.313735623646702879e+04
4.778391959798995448e-01,3.026053589161490527e+04
4.803015075376884657e-01,2.751525060240938910e+04
4.827638190954773867e-01,2.487430494590314629e+04
4.852261306532663632e-01,2.237119995565932550e+04
4.876884422110552841e-01,1.997473681465214031e+04
4.901507537688442606e-01,1.770824058088304810e+04
4.926130653266331816e-01,1.558633239354751822e+04
4.950753768844221581e-01,1.360641864895932849e+04
4.975376884422110790e-01,1.175420798004882090e+04
5.000000000000000000e-01,1.003880997894509346e+04
